InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
559979,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,12,7/14/2011 11:20,1.25,14862.0,United Kingdom
580879,20713,JUMBO BAG OWLS,2,12/6/2011 12:18,2.08,17346.0,United Kingdom
542519,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,6,1/28/2011 12:19,2.1,15159.0,United Kingdom
545597,90129C,GREEN GLASS TASSLE BAG CHARM,2,3/4/2011 10:58,2.95,14570.0,United Kingdom
578842,23569,TRADTIONAL ALPHABET STAMP SET,1,11/25/2011 16:10,4.95,,United Kingdom
558614,22675,FRENCH KITCHEN SIGN BLUE METAL,1,6/30/2011 15:56,2.46,,United Kingdom
545464,22077,6 RIBBONS RUSTIC CHARM,3,3/3/2011 9:10,3.29,,United Kingdom
577174,23264,SET OF 3 WOODEN SLEIGH DECORATIONS,2,11/18/2011 10:58,1.25,17841.0,United Kingdom
572037,22534,MAGIC DRAWING SLATE SPACEBOY ,12,10/20/2011 12:07,0.42,17365.0,United Kingdom
563621,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,4,8/18/2011 10:10,2.55,13113.0,United Kingdom
557221,22653,BUTTON BOX ,1,6/17/2011 13:01,1.95,16869.0,United Kingdom
572664,22813,PACK 3 BOXES BIRD PANNETONE ,12,10/25/2011 12:56,1.95,16401.0,United Kingdom
578757,21990,MODERN FLORAL STATIONERY SET,1,11/25/2011 11:41,1.25,12748.0,United Kingdom
577358,21790,VINTAGE SNAP CARDS,3,11/18/2011 15:59,1.63,,United Kingdom
540821,47563A,RETRO LONGBOARD IRONING BOARD COVER,2,1/11/2011 13:16,3.36,,United Kingdom
554812,85132C,CHARLIE AND LOLA FIGURES TINS,3,5/26/2011 13:21,1.95,15005.0,United Kingdom
568239,23404,HOME SWEET HOME BLACKBOARD,6,9/26/2011 12:02,4.95,18205.0,United Kingdom
577554,23353,6 GIFT TAGS VINTAGE CHRISTMAS ,5,11/20/2011 15:35,0.83,15533.0,United Kingdom
580288,22426,ENAMEL WASH BOWL CREAM,4,12/2/2011 13:29,3.75,17611.0,United Kingdom
567859,22418,10 COLOUR SPACEBOY PEN,24,9/22/2011 13:51,0.85,12936.0,United Kingdom
560273,22501,PICNIC BASKET WICKER LARGE,2,7/17/2011 14:59,9.95,14895.0,United Kingdom
546656,82483,WOOD 2 DRAWER CABINET WHITE FINISH,1,3/15/2011 14:19,12.46,,United Kingdom
555817,23298,SPOTTY BUNTING,3,6/7/2011 11:51,4.95,17091.0,United Kingdom
578827,22781,GUMBALL MAGAZINE RACK,1,11/25/2011 14:25,14.96,,United Kingdom
548739,22073,RED RETROSPOT STORAGE JAR,1,4/4/2011 11:28,3.75,15493.0,United Kingdom
557293,90198B,VINTAGE ROSE BEAD BRACELET BLACK,4,6/19/2011 13:26,4.25,16326.0,United Kingdom
545690,21899,"KEY FOB , GARAGE DESIGN",2,3/6/2011 12:46,0.65,13263.0,United Kingdom
559162,22785,SQUARECUSHION COVER PINK UNION JACK,1,7/6/2011 16:29,7.46,,United Kingdom
567178,23111,PARISIENNE SEWING BOX,2,9/18/2011 14:08,12.5,17858.0,United Kingdom
568143,22629,SPACEBOY LUNCH BOX ,12,9/25/2011 11:28,1.95,13266.0,United Kingdom
564756,84596F,SMALL MARSHMALLOWS PINK BOWL,1,8/30/2011 10:33,0.83,,United Kingdom
555564,21400,RED PUDDING SPOON,6,6/5/2011 15:01,0.12,15005.0,United Kingdom
556095,22418,10 COLOUR SPACEBOY PEN,1,6/8/2011 15:27,2.46,,United Kingdom
574074,21773,DECORATIVE ROSE BATHROOM BOTTLE,2,11/2/2011 15:33,2.46,,United Kingdom
581125,23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,1,12/7/2011 12:41,0.39,14087.0,United Kingdom
573027,22077,6 RIBBONS RUSTIC CHARM,36,10/27/2011 13:26,1.95,18225.0,United Kingdom
C549692,21669,BLUE STRIPE CERAMIC DRAWER KNOB,-1,4/11/2011 13:43,1.06,13668.0,United Kingdom
574866,22617,BAKING SET SPACEBOY DESIGN,1,11/7/2011 12:34,4.95,12748.0,United Kingdom
560366,23145,ZINC T-LIGHT HOLDER STAR LARGE,12,7/18/2011 12:19,0.95,16859.0,United Kingdom
573543,21823,PAINTED METAL HEART WITH HOLLY BELL,1,10/31/2011 13:05,0.39,17777.0,United Kingdom
542526,22410,MONEY BOX HOUSEKEEPING DESIGN,4,1/28/2011 12:43,1.25,14659.0,United Kingdom
573130,23533,WALL ART GARDEN HAVEN ,3,10/27/2011 16:41,5.95,13969.0,United Kingdom
538349,90161C,ANT COPPER LIME BOUDICCA BRACELET,1,12/10/2010 14:59,5.09,,United Kingdom
580639,72819,CUPID DESIGN SCENTED CANDLES,2,12/5/2011 12:46,1.25,17254.0,United Kingdom
568070,23086,ZINC  STAR T-LIGHT HOLDER ,16,9/23/2011 14:17,1.25,16128.0,United Kingdom
568367,23129,HEART SHAPED HOLLY WREATH,4,9/26/2011 15:51,4.15,15755.0,United Kingdom
543909,21507,"ELEPHANT, BIRTHDAY CARD, ",1,2/14/2011 12:32,0.83,,United Kingdom
538149,21192,WHITE BELL HONEYCOMB PAPER ,2,12/9/2010 16:27,3.36,,United Kingdom
C569995,23267,SET OF 4 SANTA PLACE SETTINGS,-48,10/6/2011 20:36,1.25,14557.0,United Kingdom
574063,21619,4 VANILLA BOTANICAL CANDLES,1,11/2/2011 14:31,1.25,13271.0,United Kingdom
543020,22273,FELTCRAFT DOLL MOLLY,1,2/2/2011 14:29,2.95,15005.0,United Kingdom
573633,72801c,4 ROSE PINK DINNER CANDLES,1,10/31/2011 15:48,2.46,,United Kingdom
560225,16238,PARTY TIME PENCIL ERASERS,10,7/15/2011 16:27,0.42,,United Kingdom
566561,22969,HOMEMADE JAM SCENTED CANDLES,12,9/13/2011 12:13,1.45,18145.0,United Kingdom
544448,22996,TRAVEL CARD WALLET VINTAGE TICKET,1,2/20/2011 12:01,0.42,14878.0,United Kingdom
577507,23344,JUMBO BAG 50'S CHRISTMAS ,1,11/20/2011 12:42,2.08,14710.0,United Kingdom
564817,21936,RED RETROSPOT PICNIC BAG,1,8/30/2011 12:02,5.79,,United Kingdom
566929,23209,LUNCH BAG VINTAGE DOILY ,100,9/15/2011 15:21,1.45,17428.0,United Kingdom
555731,84978,HANGING HEART JAR T-LIGHT HOLDER,12,6/7/2011 7:49,1.25,16655.0,United Kingdom
573328,M,Manual,3,10/30/2011 11:09,0.39,16601.0,United Kingdom
577595,23217,LAUREL HEART ANTIQUE SILVER,7,11/20/2011 16:12,1.25,16399.0,United Kingdom
537434,90104,PURPLE FRANGIPANI HAIRCLIP,2,12/6/2010 16:57,0.83,,United Kingdom
542408,85206A,CREAM FELT EASTER EGG BASKET,6,1/27/2011 16:29,1.65,13280.0,United Kingdom
541504,22073,RED RETROSPOT STORAGE JAR,3,1/18/2011 15:37,3.75,14415.0,United Kingdom
566073,22114,HOT WATER BOTTLE TEA AND SYMPATHY,2,9/8/2011 19:58,4.25,14562.0,United Kingdom
545719,21903,MAN FLU METAL SIGN,12,3/7/2011 10:28,2.1,13344.0,United Kingdom
555488,23170,REGENCY TEA PLATE ROSES ,2,6/3/2011 13:43,1.65,16942.0,United Kingdom
563256,21116,OWL DOORSTOP,3,8/15/2011 12:07,4.95,18143.0,United Kingdom
576617,22736,RIBBON REEL MAKING SNOWMEN ,2,11/15/2011 16:57,3.29,,United Kingdom
569037,22339,CHRISTMAS TREE PAINTED ZINC ,10,9/30/2011 10:45,0.19,13263.0,United Kingdom
578687,20972,PINK CREAM FELT CRAFT TRINKET BOX ,12,11/25/2011 9:23,1.25,14703.0,United Kingdom
537137,84836,ZINC METAL HEART DECORATION,5,12/5/2010 12:43,1.25,16327.0,United Kingdom
575138,21169,YOU'RE CONFUSING ME METAL SIGN ,3,11/8/2011 15:24,4.13,,United Kingdom
547249,21773,DECORATIVE ROSE BATHROOM BOTTLE,1,3/22/2011 9:27,2.46,,United Kingdom
553067,21755,LOVE BUILDING BLOCK WORD,4,5/13/2011 11:44,5.95,16871.0,United Kingdom
566317,23209,LUNCH BAG DOILEY PATTERN ,10,9/12/2011 10:19,1.65,13375.0,United Kingdom
558767,48138,DOORMAT UNION FLAG,2,7/3/2011 13:27,7.95,13833.0,United Kingdom
568219,71459,HANGING JAM JAR T-LIGHT HOLDERS,12,9/26/2011 9:59,0.85,13468.0,United Kingdom
581126,23113,PANTRY CHOPPING BOARD,3,12/7/2011 12:43,4.95,18272.0,United Kingdom
C574517,22098,BOUDOIR SQUARE TISSUE BOX,-7,11/4/2011 13:40,0.39,17109.0,United Kingdom
537126,22911,PAPER CHAIN KIT LONDON,1,12/5/2010 12:13,2.95,18118.0,United Kingdom
560223,84796A,PINK HAWAIIAN PICNIC HAMPER FOR 2,1,7/15/2011 15:32,12.75,16904.0,United Kingdom
551717,22722,SET OF 6 SPICE TINS PANTRY DESIGN,2,5/3/2011 15:59,3.95,13263.0,United Kingdom
554940,POST,POSTAGE,2,5/27/2011 13:49,18.0,12494.0,France
574481,23318,BOX OF 6 MINI VINTAGE CRACKERS,2,11/4/2011 12:45,2.49,18022.0,United Kingdom
563585,23335,EGG FRYING PAN IVORY ,1,8/17/2011 17:01,2.08,17070.0,United Kingdom
541849,84992,72 SWEETHEART FAIRY CAKE CASES,1,1/23/2011 13:34,0.55,13230.0,United Kingdom
578518,21042,RED RETROSPOT APRON ,3,11/24/2011 13:54,5.95,14606.0,United Kingdom
536544,22471,TV DINNER TRAY AIR HOSTESS ,1,12/1/2010 14:32,11.02,,United Kingdom
560454,22509,SEWING BOX RETROSPOT DESIGN ,1,7/19/2011 10:06,16.95,12947.0,United Kingdom
575176,22932,BAKING MOULD TOFFEE CUP CHOCOLATE,2,11/8/2011 18:29,4.96,,United Kingdom
580632,22981,PANTRY APPLE CORER,1,12/5/2011 12:16,1.45,16360.0,United Kingdom
579530,22350,ILLUSTRATED CAT BOWL ,6,11/30/2011 9:00,2.55,14794.0,United Kingdom
566010,85071C,"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",6,9/8/2011 12:05,0.39,13700.0,United Kingdom
541854,21068,VINTAGE BILLBOARD LOVE/HATE MUG,6,1/23/2011 14:58,1.25,18283.0,United Kingdom
578531,84012,MAGIC SHEEP WOOL GROWING FROM PAPER,5,11/24/2011 14:40,0.85,17364.0,United Kingdom
579555,21166,COOK WITH WINE METAL SIGN ,3,11/30/2011 11:08,2.08,16241.0,United Kingdom
561804,21530,DAIRY MAID TOASTRACK,18,7/29/2011 14:40,0.79,14191.0,United Kingdom
569363,21137,BLACK RECORD COVER FRAME,12,10/3/2011 15:08,3.75,13297.0,United Kingdom
565840,21786,POLKADOT RAIN HAT ,1,9/7/2011 12:02,0.83,,United Kingdom
557960,22920,HERB MARKER BASIL,5,6/23/2011 19:46,0.65,15453.0,United Kingdom
537489,22564,ALPHABET STENCIL CRAFT,12,12/7/2010 11:33,1.25,17017.0,United Kingdom
558904,23199,JUMBO BAG APPLES,3,7/4/2011 16:18,2.08,,United Kingdom
541878,85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,1,1/24/2011 10:28,5.79,,United Kingdom
557642,DOT,DOTCOM POSTAGE,1,6/21/2011 16:35,88.75,,United Kingdom
575973,22169,FAMILY ALBUM WHITE PICTURE FRAME,2,11/13/2011 13:03,8.5,,EIRE
542192,22025,RING OF ROSES BIRTHDAY CARD,12,1/26/2011 11:27,0.42,14049.0,United Kingdom
555275,20963,APPLE BATH SPONGE,1,6/1/2011 17:18,2.46,,United Kingdom
560772,20981,12 PENCILS TALL TUBE WOODLAND,6,7/20/2011 16:12,1.63,,United Kingdom
578678,23583,LUNCH BAG PAISLEY PARK  ,1,11/24/2011 19:59,1.65,17841.0,United Kingdom
543306,22966,GINGERBREAD MAN COOKIE CUTTER,1,2/7/2011 11:56,1.25,16686.0,United Kingdom
549790,22466,FAIRY TALE COTTAGE NIGHTLIGHT,12,4/12/2011 12:02,1.95,16172.0,United Kingdom
574836,22947,WOODEN ADVENT CALENDAR RED,6,11/7/2011 11:32,7.95,17623.0,United Kingdom
540453,21116,OWL DOORSTOP,3,1/7/2011 11:54,4.95,13426.0,United Kingdom
551142,20778,GARDEN PATH NOTEBOOK ,2,4/26/2011 13:22,1.65,17613.0,United Kingdom
572227,23332,IVORY WICKER HEART LARGE,4,10/21/2011 14:01,1.65,15051.0,United Kingdom
573340,23286,BLUE VINTAGE SPOT BEAKER,1,10/30/2011 11:55,0.85,14159.0,United Kingdom
541862,22960,JAM MAKING SET WITH JARS,4,1/23/2011 16:02,4.25,14068.0,United Kingdom
554960,15056bl,EDWARDIAN PARASOL BLACK,1,5/27/2011 15:18,12.46,,United Kingdom
568189,23111,PARISIENNE SEWING BOX,2,9/25/2011 14:36,12.5,14757.0,United Kingdom
566115,23290,SPACEBOY CHILDRENS BOWL,8,9/9/2011 10:51,1.25,12674.0,France
557888,22565,FELTCRAFT HAIRBANDS PINK AND WHITE ,1,6/23/2011 13:51,0.85,14656.0,United Kingdom
566345,20727,LUNCH BAG  BLACK SKULL.,10,9/12/2011 12:27,1.65,17685.0,United Kingdom
C546217,22995,TRAVEL CARD WALLET SUKI,-24,3/10/2011 12:04,0.42,14057.0,United Kingdom
567678,23206,LUNCH BAG APPLE DESIGN,10,9/21/2011 15:57,1.65,15399.0,United Kingdom
561894,22350,ILLUSTRATED CAT BOWL ,1,7/31/2011 15:00,2.55,14456.0,United Kingdom
567206,20685,DOORMAT RED RETROSPOT,2,9/19/2011 10:51,8.25,13562.0,United Kingdom
546430,20711,JUMBO BAG TOYS ,2,3/13/2011 15:55,1.95,15918.0,United Kingdom
566722,22355,CHARLOTTE BAG SUKI DESIGN,10,9/14/2011 12:51,0.85,13408.0,United Kingdom
561900,23340,VINTAGE CHRISTMAS CAKE FRILL,6,7/31/2011 15:31,1.65,16655.0,United Kingdom
540148,22610,PENS ASSORTED FUNNY FACE,36,1/5/2011 10:58,0.21,14189.0,United Kingdom
579091,79302M,"ART LIGHTS,FUNK MONKEY",6,11/28/2011 10:49,2.95,14893.0,United Kingdom
557954,22131,FOOD CONTAINER SET 3 LOVE HEART ,3,6/23/2011 18:44,1.95,15023.0,United Kingdom
551301,85152,HAND OVER THE CHOCOLATE   SIGN ,12,4/27/2011 14:49,2.1,17675.0,United Kingdom
540017,85212,MINI PAINTED GARDEN DECORATION ,72,1/4/2011 11:48,0.21,13963.0,United Kingdom
C549783,22893,MINI CAKE STAND T-LIGHT HOLDER,-3,4/12/2011 11:50,0.42,16558.0,United Kingdom
536592,21990,MODERN FLORAL STATIONERY SET,2,12/1/2010 17:06,2.51,,United Kingdom
578155,23157,SET OF 6 NATIVITY MAGNETS ,1,11/23/2011 11:32,2.08,12748.0,United Kingdom
565233,22844,VINTAGE CREAM DOG FOOD CONTAINER,1,9/2/2011 9:34,16.63,,United Kingdom
539053,21042,RED RETROSPOT APRON ,1,12/15/2010 16:32,5.95,16725.0,United Kingdom
571797,21181,PLEASE ONE PERSON METAL SIGN,8,10/19/2011 11:41,4.13,,United Kingdom
554310,20616,CHERRY BLOSSOM PASSPORT COVER,1,5/23/2011 15:25,1.63,,United Kingdom
558860,22759,SET OF 3 NOTEBOOKS IN PARCEL,2,7/4/2011 12:18,1.65,17975.0,United Kingdom
547063,22197,SMALL POPCORN HOLDER,3,3/20/2011 13:33,0.85,14769.0,United Kingdom
542922,22976,CIRCUS PARADE CHILDRENS EGG CUP ,12,2/2/2011 9:06,1.25,12682.0,France
573282,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,12,10/28/2011 13:55,0.85,18030.0,United Kingdom
552318,22766,PHOTO FRAME CORNICE,6,5/8/2011 16:13,2.95,17231.0,United Kingdom
580729,84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,2,12/5/2011 17:24,0.83,,United Kingdom
544179,22268,EASTER DECORATION SITTING BUNNY,12,2/16/2011 14:44,0.85,17422.0,United Kingdom
559465,47566,PARTY BUNTING,150,7/8/2011 13:26,4.15,14680.0,United Kingdom
560925,22558,CLOTHES PEGS RETROSPOT PACK 24 ,24,7/22/2011 9:02,1.65,15061.0,United Kingdom
537240,22752,SET 7 BABUSHKA NESTING BOXES,1,12/6/2010 10:08,16.98,,United Kingdom
565784,90018C,SILVER BLACK ORBIT DROP EARRINGS,2,9/6/2011 16:02,4.25,15089.0,United Kingdom
549790,47566,PARTY BUNTING,4,4/12/2011 12:02,4.95,16172.0,United Kingdom
568164,22601,CHRISTMAS RETROSPOT ANGEL WOOD,12,9/25/2011 12:39,0.85,14561.0,United Kingdom
547672,22268,EASTER DECORATION SITTING BUNNY,3,3/24/2011 13:54,0.85,17754.0,United Kingdom
559055,22376,AIRLINE BAG VINTAGE JET SET WHITE,1,7/5/2011 17:09,4.13,,United Kingdom
537135,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,4,12/5/2010 12:35,2.95,17059.0,United Kingdom
565919,21629,SQUARE FLOOR CUSHION VINTAGE RED,1,9/7/2011 16:48,15.79,,United Kingdom
559320,23301,GARDENERS KNEELING PAD KEEP CALM ,6,7/7/2011 14:18,1.65,13208.0,United Kingdom
574670,23371,SET 36 COLOUR PENCILS SPACEBOY ,1,11/6/2011 12:20,1.25,12838.0,United Kingdom
566577,22666,RECIPE BOX PANTRY YELLOW DESIGN,1,9/13/2011 13:29,6.63,,United Kingdom
567192,23445,ICE CREAM BUBBLES,1,9/19/2011 9:20,0.83,17961.0,United Kingdom
544317,20837,FRENCH FLORAL CUSHION COVER ,12,2/17/2011 14:51,2.95,18138.0,United Kingdom
557805,20754,RETROSPOT RED WASHING UP GLOVES,6,6/23/2011 10:27,2.1,17651.0,United Kingdom
567669,23203,JUMBO BAG VINTAGE DOILY ,200,9/21/2011 15:32,1.79,14887.0,United Kingdom
556222,21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,12,6/9/2011 14:23,1.69,17522.0,United Kingdom
537642,22699,ROSES REGENCY TEACUP AND SAUCER ,2,12/7/2010 15:33,5.91,,United Kingdom
579508,22340,NOEL GARLAND PAINTED ZINC ,13,11/29/2011 16:33,0.83,,United Kingdom
554066,22189,CREAM HEART CARD HOLDER,8,5/22/2011 10:40,3.95,12916.0,United Kingdom
549056,47566,PARTY BUNTING,1,4/6/2011 10:40,4.95,15917.0,United Kingdom
569632,22129,PARTY CONES CANDY DECORATION,12,10/5/2011 11:57,0.85,13808.0,United Kingdom
572677,22989,SET 2 PANTRY DESIGN TEA TOWELS,1,10/25/2011 13:46,3.25,17596.0,United Kingdom
575152,23330,DECORATIVE WICKER HEART MEDIUM,6,11/8/2011 16:12,1.25,16284.0,United Kingdom
545188,22100,SKULLS SQUARE TISSUE BOX,1,2/28/2011 15:19,1.25,14056.0,United Kingdom
573100,22457,NATURAL SLATE HEART CHALKBOARD ,6,10/27/2011 14:49,2.95,17528.0,United Kingdom
547509,22725,ALARM CLOCK BAKELIKE CHOCOLATE,8,3/23/2011 13:42,3.75,15606.0,United Kingdom
547192,22147,FELTCRAFT BUTTERFLY HEARTS,12,3/21/2011 12:32,1.45,15855.0,United Kingdom
564745,22879,NUMBER TILE VINTAGE FONT 0,2,8/28/2011 15:27,1.95,16806.0,United Kingdom
547083,22419,LIPSTICK PEN RED,1,3/20/2011 15:21,0.42,15452.0,United Kingdom
541104,35095A,BLUE VICTORIAN FABRIC OVAL BOX,1,1/13/2011 14:29,0.83,,United Kingdom
536845,21479,WHITE SKULL HOT WATER BOTTLE ,1,12/2/2010 19:18,3.75,17961.0,United Kingdom
563638,22939,ADULT APRON APPLE DELIGHT,1,8/18/2011 10:36,4.95,15311.0,United Kingdom
571671,22114,HOT WATER BOTTLE TEA AND SYMPATHY,4,10/18/2011 13:15,4.25,16940.0,United Kingdom
547102,84819,DANISH ROSE ROUND SEWING BOX,3,3/21/2011 10:41,4.25,14245.0,United Kingdom
558631,23322,LARGE WHITE HEART OF WICKER,3,6/30/2011 18:17,2.95,17921.0,United Kingdom
548312,22961,JAM MAKING SET PRINTED,1,3/30/2011 12:12,1.45,16059.0,United Kingdom
576688,23108,SET OF 10 LED DOLLY LIGHTS,2,11/16/2011 12:16,6.25,16717.0,United Kingdom
562733,22779,WOODEN OWLS LIGHT GARLAND ,4,8/9/2011 10:20,4.25,14626.0,United Kingdom
563585,23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,2,8/17/2011 17:01,1.65,17070.0,United Kingdom
564353,22819,"BIRTHDAY CARD, RETRO SPOT",12,8/24/2011 15:08,0.42,15764.0,United Kingdom
562955,22371,AIRLINE BAG VINTAGE TOKYO 78,3,8/11/2011 10:14,8.29,,United Kingdom
547073,22383,LUNCH BAG SUKI DESIGN ,2,3/20/2011 14:23,1.65,17211.0,United Kingdom
552239,23199,JUMBO BAG APPLES,1,5/6/2011 16:54,2.08,14056.0,United Kingdom
537818,21890,S/6 WOODEN SKITTLES IN COTTON BAG,6,12/8/2010 13:53,2.95,12766.0,Portugal
563550,21212,PACK OF 72 RETROSPOT CAKE CASES,24,8/17/2011 12:50,0.55,14194.0,United Kingdom
539492,71143,SILVER BOOK MARK WITH BEADS,2,12/20/2010 10:14,2.51,,United Kingdom
567290,21212,PACK OF 72 RETROSPOT CAKE CASES,240,9/19/2011 11:54,0.42,14646.0,Netherlands
571498,46118,FUNKY MONKEY CUSHION COVER,1,10/17/2011 15:06,0.85,17841.0,United Kingdom
575965,21509,COWBOYS AND INDIANS BIRTHDAY CARD ,12,11/13/2011 12:32,0.42,13426.0,United Kingdom
566757,21581,SKULLS  DESIGN  COTTON TOTE BAG,1,9/14/2011 15:54,4.96,,United Kingdom
540468,22453,MEASURING TAPE BABUSHKA BLUE,1,1/7/2011 13:55,1.66,,United Kingdom
539408,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,12/17/2010 12:56,4.95,12720.0,Germany
577228,22210,WOOD STAMP SET BEST WISHES,1,11/18/2011 12:07,0.83,12391.0,Cyprus
541219,84086C,PINK/PURPLE RETRO RADIO,2,1/14/2011 14:06,2.46,,United Kingdom
576554,22457,NATURAL SLATE HEART CHALKBOARD ,6,11/15/2011 12:57,2.95,13066.0,United Kingdom
563565,21992,VINTAGE PAISLEY STATIONERY SET,3,8/17/2011 14:22,1.25,17338.0,United Kingdom
569637,21888,BINGO SET,4,10/5/2011 12:14,3.75,15757.0,United Kingdom
560238,22178,VICTORIAN GLASS HANGING T-LIGHT,12,7/17/2011 11:41,1.25,17725.0,United Kingdom
578844,85039B,S/4 IVORY MINI ROSE CANDLE IN BOWL,1,11/25/2011 16:14,1.63,,United Kingdom
550701,82482,WOODEN PICTURE FRAME WHITE FINISH,6,4/20/2011 10:48,2.55,14905.0,United Kingdom
538524,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,9,12/13/2010 9:35,3.36,,United Kingdom
556813,22386,JUMBO BAG PINK POLKADOT,1,6/14/2011 17:28,4.13,,United Kingdom
561209,21200,MULTICOLOUR HONEYCOMB PAPER GARLAND,5,7/25/2011 16:57,3.29,,United Kingdom
558532,23283,DOORMAT VINTAGE LEAVES DESIGN ,1,6/30/2011 11:32,7.95,15039.0,United Kingdom
558681,22089,PAPER BUNTING VINTAGE PAISLEY,2,7/1/2011 11:20,4.13,,United Kingdom
578999,21175,GIN AND TONIC DIET METAL SIGN,1,11/27/2011 16:08,2.55,17595.0,United Kingdom
555095,22716,CARD CIRCUS PARADE,12,5/31/2011 13:32,0.42,12540.0,Spain
550471,DOT,DOTCOM POSTAGE,1,4/18/2011 13:52,28.66,,United Kingdom
566482,21158,MOODY GIRL DOOR HANGER ,24,9/13/2011 9:43,0.39,16609.0,United Kingdom
576071,22156,HEART DECORATION WITH PEARLS ,3,11/13/2011 16:03,0.85,18069.0,United Kingdom
579187,23007, SPACEBOY BABY GIFT SET,1,11/28/2011 15:31,10.79,,United Kingdom
550941,22669,RED BABY BUNTING ,5,4/21/2011 15:46,2.95,17109.0,United Kingdom
576259,23080,RED METAL BOX TOP SECRET,2,11/14/2011 14:18,8.25,12957.0,United Kingdom
542228,22057,CERAMIC PLATE STRAWBERRY DESIGN,4,1/26/2011 13:37,1.49,13113.0,United Kingdom
542428,22489,PACK OF 12 TRADITIONAL CRAYONS,144,1/28/2011 10:00,0.42,17404.0,Sweden
578149,85099C,JUMBO  BAG BAROQUE BLACK WHITE,6,11/23/2011 11:11,4.13,,United Kingdom
580729,22835,HOT WATER BOTTLE I AM SO POORLY,7,12/5/2011 17:24,10.79,,United Kingdom
536628,21071,VINTAGE BILLBOARD DRINK ME MUG,6,12/2/2010 10:54,1.06,17850.0,United Kingdom
563019,20886,BOX OF 9 PEBBLE CANDLES,16,8/11/2011 12:58,1.95,17340.0,United Kingdom
555127,21791,VINTAGE HEADS AND TAILS CARD GAME ,12,5/31/2011 15:30,1.25,15241.0,United Kingdom
545697,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,1,3/6/2011 14:38,4.95,14504.0,United Kingdom
575695,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,12,11/10/2011 16:39,2.95,17502.0,United Kingdom
572550,23418,LAVENDER TOILETTE BOTTLE,1,10/24/2011 17:06,4.13,,United Kingdom
539436,84568,GIRLS ALPHABET IRON ON PATCHES ,3,12/17/2010 14:49,0.43,,United Kingdom
559156,23239,SET OF 4 KNICK KNACK TINS POPPIES,6,7/6/2011 15:50,4.15,13418.0,United Kingdom
547547,22378,WALL TIDY RETROSPOT ,1,3/23/2011 15:30,4.13,,United Kingdom
546007,21936,RED RETROSPOT PICNIC BAG,1,3/8/2011 15:34,5.79,,United Kingdom
580367,22123,PING MICROWAVE APRON,1,12/2/2011 16:39,4.13,,United Kingdom
575671,23350,ROLL WRAP VINTAGE SPOT ,12,11/10/2011 15:03,1.25,12670.0,France
557938,85170B,SET/6 BLACK BIRD T-LIGHT CANDLES,12,6/23/2011 15:35,4.13,,United Kingdom
537047,22632,HAND WARMER RED RETROSPOT,2,12/5/2010 11:02,2.1,13069.0,United Kingdom
560926,85176,SEWING SUSAN 21 NEEDLE SET,2,7/22/2011 9:20,0.79,,United Kingdom
547240,21982,PACK OF 12 SUKI TISSUES ,2,3/21/2011 16:32,0.29,17585.0,United Kingdom
569220,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,4,10/2/2011 13:26,2.95,16007.0,United Kingdom
553067,22649,STRAWBERRY FAIRY CAKE TEAPOT,4,5/13/2011 11:44,4.95,16871.0,United Kingdom
540372,22037,ROBOT BIRTHDAY CARD,12,1/6/2011 16:41,0.42,13081.0,United Kingdom
552973,20973,12 PENCIL SMALL TUBE WOODLAND,24,5/12/2011 13:53,0.65,16186.0,United Kingdom
579516,20829,GLITTER HANGING BUTTERFLY STRING,4,11/29/2011 17:52,2.1,17841.0,United Kingdom
552229,22915,ASSORTED BOTTLE TOP  MAGNETS ,1,5/6/2011 15:40,4.96,,United Kingdom
550301,22284,HEN HOUSE DECORATION,6,4/17/2011 10:15,1.65,17243.0,United Kingdom
578250,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,1,11/23/2011 12:43,0.55,15901.0,United Kingdom
573151,23102,SILVER HEARTS TABLE DECORATION,12,10/27/2011 20:09,0.83,17602.0,United Kingdom
543542,22722,SET OF 6 SPICE TINS PANTRY DESIGN,16,2/9/2011 15:25,3.95,16607.0,United Kingdom
539436,21012,ANTIQUE ALL GLASS CANDLESTICK,7,12/17/2010 14:49,2.51,,United Kingdom
545994,POST,POSTAGE,2,3/8/2011 13:50,18.0,12623.0,Germany
564376,23147,SINGLE ANTIQUE ROSE HOOK IVORY,12,8/25/2011 10:25,1.45,14196.0,United Kingdom
